26823571	Genome announcements	Complete Genome Sequence and Methylome of Salmonella enterica subsp. enterica Cerro, a Frequent Dairy Cow Serovar.
26798111	Genome announcements	Complete Genome Sequences of Salmonella enterica Serovars Anatum and Anatum var. 15+, Isolated from Retail Ground Turkey.
26798106	Genome announcements	Complete Genome Sequences of the Obligate Symbionts "Candidatus Sulcia muelleri" and "Ca. Nasuia deltocephalinicola" from the Pestiferous Leafhopper Macrosteles quadripunctulatus (Hemiptera: Cicadellidae).
26798105	Genome announcements	Whole-Genome Sequence of Francisella noatunensis subsp. orientalis Strain FNO01 Isolated from Diseased Nile Tilapia in Brazil.
26798102	Genome announcements	Complete Genome and Methylome Sequences of Two Salmonella enterica spp.
26798101	Genome announcements	Draft Genome Sequence of Halomonas sp. HG01, a Polyhydroxyalkanoate-Accumulating Strain Isolated from Peru.
26798095	Genome announcements	Complete Genome Sequence of the Highly Virulent Aeromonas schubertii Strain WL1483, Isolated from Diseased Snakehead Fish (Channa argus) in China.
26798087	Genome announcements	Complete Genome Sequence of Serratia marcescens SmUNAM836, a Nonpigmented Multidrug-Resistant Strain Isolated from a Mexican Patient with Obstructive Pulmonary Disease.
26769936	Genome announcements	Complete Genome Sequence of Klebsiella pneumoniae subsp. pneumoniae KP617, Coproducing OXA-232 and NDM-1 Carbapenemases, Isolated in South Korea.
26769932	Genome announcements	Genome Sequence of Nitrosomonas communis Strain Nm2, a Mesophilic Ammonia-Oxidizing Bacterium Isolated from Mediterranean Soil.
26769926	Genome announcements	Complete Genome and Plasmid Sequences of Three Canadian Isolates of Salmonella enterica subsp. enterica Serovar Heidelberg from Human and Food Sources.
26744373	Genome announcements	Complete Genome Sequence of a Strain of Azospirillum thiophilum Isolated from a Sulfide Spring.
26744372	Genome announcements	Complete Genome Sequence of Helicobacter pylori Strain 7C Isolated from a Mexican Patient with Chronic Gastritis.
26744369	Genome announcements	Complete Genome Sequence of a Novel Clinical Isolate, Mycobacterium abscessus Strain NOV0213.
26722012	Genome announcements	Complete Genome Sequence of Streptomyces sp. Strain CCM_MD2014, Isolated from Topsoil in Woods Hole, Massachusetts.
26722011	Genome announcements	Complete Genome Sequence of Curtobacterium sp. Strain MR_MD2014, Isolated from Topsoil in Woods Hole, Massachusetts.
26679598	Genome announcements	Complete Genome Sequences of Two Shiga Toxin-Producing Escherichia coli Strains from Serotypes O119:H4 and O165:H25.
26679588	Genome announcements	Genome Sequence of Acinetobacter baumannii Strain D36, an Antibiotic-Resistant Isolate from Lineage 2 of Global Clone 1.
26679585	Genome announcements	Genome Sequences of Oblitimonas alkaliphila gen. nov. sp. nov. (Proposed), a Novel Bacterium of the Pseudomonadaceae Family.
26679576	Genome announcements	Complete Genome Sequence of Streptococcus anginosus J4211, a Clinical Isolate.
26659691	Genome announcements	Complete Genome Sequences for Two Strains of a Novel Fastidious, Partially Acid-Fast, Gram-Positive Corynebacterineae Bacterium, Derived from Human Clinical Samples.
26659688	Genome announcements	Complete Genome Sequence of Pseudomonas aeruginosa PA1, Isolated from a Patient with a Respiratory Tract Infection.
26659683	Genome announcements	Draft Genome Sequence of Lactobacillus plantarum WLPL04, Isolated from Human Breast Milk.
26659680	Genome announcements	Complete Genome Sequence of the Freshwater Colorless Sulfur Bacterium Beggiatoa leptomitoformis [corrected] Neotype Strain D-402T.
26659679	Genome announcements	Complete Genome Sequences of an Escherichia coli Laboratory Strain and Trimethoprim-Resistant (TMP32XR) Mutant Strains.
26659678	Genome announcements	Complete Genome Sequencing of Stenotrophomonas acidaminiphila ZAC14D2_NAIMI4_2, a Multidrug-Resistant Strain Isolated from Sediments of a Polluted River in Mexico, Uncovers New Antibiotic Resistance Genes and a Novel Class-II Lasso Peptide Biosynthesis Gene Cluster.
26634765	Genome announcements	Finished Annotated Genome Sequence of Burkholderia pseudomallei Strain Bp1651, a Multidrug-Resistant Clinical Isolate.
26634754	Genome announcements	Complete Genome Sequence of Polypropylene Glycol- and Polyethylene Glycol-Degrading Sphingopyxis macrogoltabida Strain EY-1.
26634753	Genome announcements	Draft Genome Sequence of Vibrio owensii Strain SH-14, Which Causes Shrimp Acute Hepatopancreatic Necrosis Disease.
26607899	Genome announcements	Complete Genome Sequences of 11 Bordetella pertussis Strains Representing the Pandemic ptxP3 Lineage.
26607893	Genome announcements	Complete Genome Sequence of Corynebacterium pseudotuberculosis Strain E19, Isolated from a Horse in Chile.
26607886	Genome announcements	Complete Genome Sequence of Campylobacter jejuni RM1285, a Rod-Shaped Morphological Variant.
26586899	Genome announcements	Complete Genome Sequence of Spiroplasma turonicum Strain Tab4cT, a Parasite of a Horse Fly, Haematopota sp. (Diptera: Tabanidae).
26586897	Genome announcements	Complete Genome Sequences of Two Outbreak Strains of Salmonella enterica subsp. enterica Serovar Thompson Associated with Cilantro.
26586884	Genome announcements	Complete Genome Sequence of Potential Probiotic Lactobacillus sp. HFC8, Isolated from Human Gut Using PacBio SMRT Sequencing.
26586871	Genome announcements	Complete Genome Sequence of the Gut Commensal and Laboratory Strain Enterococcus faecium 64/3.
26564052	Genome announcements	Complete Genome Sequence of the Drug-Naive Classical Staphylococcus aureus Strain FDA209P.
26564032	Genome announcements	Genome Sequence of Salmonella enterica subsp. enterica Serovar Typhi Isolate PM016/13 from Untreated Well Water Associated with a Typhoid Outbreak in Pasir Mas, Kelantan, Malaysia.
26543130	Genome announcements	Complete Genome Sequences of Campylobacter jejuni Strains RM3196 (233.94) and RM3197 (308.95) Isolated from Patients with Guillain-Barré Syndrome.
26543127	Genome announcements	Genome Sequence of Porphyromonas gingivalis Strain AJW4.
26543126	Genome announcements	Whole-Genome Sequence of Leptospira interrogans Serovar Hardjo Subtype Hardjoprajitno Strain Norma, Isolated from Cattle in a Leptospirosis Outbreak in Brazil.
26543122	Genome announcements	Complete Genome Sequence of the Campylobacter ureolyticus Clinical Isolate RIGS 9880.
26543119	Genome announcements	Complete Genome Sequence of the Human Gut Symbiont Roseburia hominis.
26543117	Genome announcements	Whole-Genome Sequence of "Candidatus Profftella armatura" from Diaphorina citri in Guangdong, China.
26543112	Genome announcements	Complete Genome Sequence of Multidrug-Resistant Clinical Isolate Mycobacterium tuberculosis 187.0, Used To Study the Effect of Drug Susceptibility Reversion by the New Medicinal Drug FS-1.
26543109	Genome announcements	Complete Genome Sequences of Four Escherichia coli ST95 Isolates from Bloodstream Infections.
26543106	Genome announcements	Complete Genome Sequence of Bartonella ancashensis Strain 20.00, Isolated from the Blood of a Patient with Verruga Peruana.
26514770	Genome announcements	Complete Genome Sequence of Herbaspirillum hiltneri N3 (DSM 17495), Isolated from Surface-Sterilized Wheat Roots.
26514766	Genome announcements	Complete Genome Sequence of Methicillin-Resistant Staphylococcus schleiferi Strain TSCC54 of Canine Origin.
26514760	Genome announcements	Draft Genome Sequences of Two New Zealand Xanthomonas campestris pv. campestris Isolates, ICMP 4013 and ICMP 21080.
26494686	Genome announcements	Complete Genome Sequence of Spiroplasma cantharicola CC-1T (DSM 21588), a Bacterium Isolated from Soldier Beetle (Cantharis carolinus).
26494665	Genome announcements	Complete Genome Sequence of Spiroplasma kunkelii Strain CR2-3x, Causal Agent of Corn Stunt Disease in Zea mays L.
26494662	Genome announcements	Complete Genome Sequence of Streptococcus agalactiae Serotype III, Multilocus Sequence Type 283 Strain SG-M1.
26494660	Genome announcements	Genome Sequence of "Candidatus Thioglobus autotrophica" Strain EF1, a Chemoautotroph from the SUP05 Clade of Marine Gammaproteobacteria.
26494659	Genome announcements	Genome Sequence of "Candidatus Thioglobus singularis" Strain PS1, a Mixotroph from the SUP05 Clade of Marine Gammaproteobacteria.
26472841	Genome announcements	Complete Genome Sequence of Klebsiella variicola Strain HKUOPLA, a Cellulose-Degrading Bacterium Isolated from Giant Panda Feces.
26472837	Genome announcements	Complete Genome Sequence of Kocuria palustris MU14/1.
26472836	Genome announcements	Comparison of Whole-Genome Sequences from Two Colony Morphovars of Burkholderia pseudomallei.
26472835	Genome announcements	Genome Sequence of a Urease-Positive Campylobacter lari Strain.
26472829	Genome announcements	Complete Genome Sequence of Polyvinyl Alcohol-Degrading Strain Sphingopyxis sp. 113P3 (NBRC 111507).
26450746	Genome announcements	Complete Genome Sequence of the Clostridium difficile Type Strain DSM 1296T.
26450743	Genome announcements	Complete Genome Sequence of Elizabethkingia sp. BM10, a Symbiotic Bacterium of the Wood-Feeding Termite Reticulitermes speratus KMT1.
26450731	Genome announcements	Complete Genome Sequence of the Type Strain of the Acetogenic Bacterium Moorella thermoacetica DSM 521T.
26450730	Genome announcements	Complete Genome Sequence of the Acetogenic Bacterium Moorella thermoacetica DSM 2955T.
26450725	Genome announcements	Complete Genome Sequence of Coriobacteriaceae Strain 68-1-3, a Novel Mucus-Degrading Isolate from the Swine Intestinal Tract.
