PMID	Title	Authors	Citation	First Author	Journal/Book	Publication Year	Create Date	PMCID	NIHMS ID	DOI
10555328	Thermoanaerobacter siderophilus sp. nov., a novel dissimilatory Fe(III)-reducing, anaerobic, thermophilic bacterium	Slobodkin AI, Tourova TP, Kuznetsov BB, Kostrikina NA, Chernyh NA, Bonch-Osmolovskaya EA.	"Int J Syst Bacteriol. 1999 Oct;49 Pt 4:1471-8. doi: 10.1099/00207713-49-4-1471."	Slobodkin AI	Int J Syst Bacteriol	1999	1999/11/11			10.1099/00207713-49-4-1471
10555366	Pyrococcus glycovorans sp. nov., a hyperthermophilic archaeon isolated from the East Pacific Rise	Barbier G, Godfroy A, Meunier JR, Quérellou J, Cambon MA, Lesongeur F, Grimont PA, Raguénès G.	"Int J Syst Bacteriol. 1999 Oct;49 Pt 4:1829-37. doi: 10.1099/00207713-49-4-1829."	Barbier G	Int J Syst Bacteriol	1999	1999/11/11			10.1099/00207713-49-4-1829
10629947	Structure of the exopolysaccharide of Vibrio diabolicus isolated from a deep-sea hydrothermal vent	Rougeaux H, Kervarec N, Pichon R, Guezennec J.	"Carbohydr Res. 1999 Nov 23;322(1-2):40-5. doi: 10.1016/s0008-6215(99)00214-1."	Rougeaux H	Carbohydr Res	1999	2000/01/12			10.1016/s0008-6215(99)00214-1
10653731	Genetic variation among endosymbionts of widely distributed vestimentiferan tubeworms	Di Meo CA, Wilbur AE, Holben WE, Feldman RA, Vrijenhoek RC, Cary SC.	"Appl Environ Microbiol. 2000 Feb;66(2):651-8. doi: 10.1128/AEM.66.2.651-658.2000."	Di Meo CA	Appl Environ Microbiol	2000	2000/02/02	PMC91876		10.1128/AEM.66.2.651-658.2000
10741832	Thermosipho japonicus sp. nov., an extremely thermophilic bacterium isolated from a deep-sea hydrothermal vent in Japan	Takai K, Horikoshi K.	"Extremophiles. 2000 Feb;4(1):9-17. doi: 10.1007/s007920050002."	Takai K	Extremophiles	2000	2000/03/31			10.1007/s007920050002
10758848	Hyphomonas adhaerens sp. nov., Hyphomonas johnsonii sp. nov. and Hyphomonas rosenbergii sp. nov., marine budding and prosthecate bacteria	Weiner RM, Melick M, O'Neill K, Quintero E.	"Int J Syst Evol Microbiol. 2000 Mar;50 Pt 2:459-469. doi: 10.1099/00207713-50-2-459."	Weiner RM	Int J Syst Evol Microbiol	2000	2000/04/12			10.1099/00207713-50-2-459
10758851	Palaeococcus ferrophilus gen. nov., sp. nov., a barophilic, hyperthermophilic archaeon from a deep-sea hydrothermal vent chimney	Takai K, Sugai A, Itoh T, Horikoshi K.	"Int J Syst Evol Microbiol. 2000 Mar;50 Pt 2:489-500. doi: 10.1099/00207713-50-2-489."	Takai K	Int J Syst Evol Microbiol	2000	2000/04/12			10.1099/00207713-50-2-489
10786781	Microbial essentials at hydrothermal vents	Reysenbach AL, Banta AB, Boone DR, Cary SC, Luther GW.	"Nature. 2000 Apr 20;404(6780):835. doi: 10.1038/35009029."	Reysenbach AL	Nature	2000	2000/04/29			10.1038/35009029
10843067	Halothiobacillus kellyi sp. nov., a mesophilic, obligately chemolithoautotrophic, sulfur-oxidizing bacterium isolated from a shallow-water hydrothermal vent in the Aegean Sea, and emended description of the genus Halothiobacillus	Sievert SM, Heidorn T, Kuever J.	"Int J Syst Evol Microbiol. 2000 May;50 Pt 3:1229-1237. doi: 10.1099/00207713-50-3-1229."	Sievert SM	Int J Syst Evol Microbiol	2000	2000/06/08			10.1099/00207713-50-3-1229
10843068	Desulfacinum hydrothermale sp. nov., a thermophilic, sulfate-reducing bacterium from geothermally heated sediments near Milos Island (Greece)	Sievert SM, Kuever J.	"Int J Syst Evol Microbiol. 2000 May;50 Pt 3:1239-1246. doi: 10.1099/00207713-50-3-1239."	Sievert SM	Int J Syst Evol Microbiol	2000	2000/06/08			10.1099/00207713-50-3-1239
10858584	High incidence of halotolerant bacteria in Pacific hydrothermal-vent and pelagic environments	Kaye JZ, Baross JA.	"FEMS Microbiol Ecol. 2000 Jun 1;32(3):249-260. doi: 10.1111/j.1574-6941.2000.tb00718.x."	Kaye JZ	FEMS Microbiol Ecol	2000	2000/06/20			10.1111/j.1574-6941.2000.tb00718.x
10877814	Identification of 16S ribosomal DNA-defined bacterial populations at a shallow submarine hydrothermal vent near Milos Island (Greece)	Sievert SM, Kuever J, Muyzer G.	"Appl Environ Microbiol. 2000 Jul;66(7):3102-9. doi: 10.1128/AEM.66.7.3102-3109.2000."	Sievert SM	Appl Environ Microbiol	2000	2000/07/06	PMC92119		10.1128/AEM.66.7.3102-3109.2000
10919760	Diversity of thiosulfate-oxidizing bacteria from marine sediments and hydrothermal vents	Teske A, Brinkhoff T, Muyzer G, Moser DP, Rethmeier J, Jannasch HW.	"Appl Environ Microbiol. 2000 Aug;66(8):3125-33. doi: 10.1128/AEM.66.8.3125-3133.2000."	Teske A	Appl Environ Microbiol	2000	2000/08/05	PMC92124		10.1128/AEM.66.8.3125-3133.2000
10966393	Novel bacterial and archaeal lineages from an in situ growth chamber deployed at a Mid-Atlantic Ridge hydrothermal vent	Reysenbach AL, Longnecker K, Kirshtein J.	"Appl Environ Microbiol. 2000 Sep;66(9):3798-806. doi: 10.1128/AEM.66.9.3798-3806.2000."	Reysenbach AL	Appl Environ Microbiol	2000	2000/08/31	PMC92223		10.1128/AEM.66.9.3798-3806.2000
10972190	Cloning, expression, and characterization of DNA polymerase I from the hyperthermophilic archaea Thermococcus fumicolans	Cambon-Bonavita MA, Schmitt P, Zieger M, Flaman JM, Lesongeur F, Raguénès G, Bindel D, Frisch N, Lakkis Z, Dupret D, Barbier G, Quérellou J.	"Extremophiles. 2000 Aug;4(4):215-25. doi: 10.1007/pl00010714."	Cambon-Bonavita MA	Extremophiles	2000	2000/09/06			10.1007/pl00010714
11027352	A novel pH2 control on the expression of flagella in the hyperthermophilic strictly hydrogenotrophic methanarchaeaon Methanococcus jannaschii	Mukhopadhyay B, Johnson EF, Wolfe RS.	"Proc Natl Acad Sci U S A. 2000 Oct 10;97(21):11522-7. doi: 10.1073/pnas.97.21.11522."	Mukhopadhyay B	Proc Natl Acad Sci U S A	2000	2000/10/12	PMC17233		10.1073/pnas.97.21.11522
11133434	Characterization of a novel spirochete associated with the hydrothermal vent polychaete annelid, Alvinella pompejana	Campbell BJ, Cary SC.	"Appl Environ Microbiol. 2001 Jan;67(1):110-7. doi: 10.1128/AEM.67.1.110-117.2001."	Campbell BJ	Appl Environ Microbiol	2001	2001/01/03	PMC92526		10.1128/AEM.67.1.110-117.2001
11155974	Bacillus vulcani sp. nov., a novel thermophilic species isolated from a shallow marine hydrothermal vent	Caccamo D, Gugliandolo C, Stackebrandt E, Maugeri TL.	"Int J Syst Evol Microbiol. 2000 Nov;50 Pt 6:2009-2012. doi: 10.1099/00207713-50-6-2009."	Caccamo D	Int J Syst Evol Microbiol	2000	2001/01/13			10.1099/00207713-50-6-2009
11155985	Thermococcus aegaeicus sp. nov. and Staphylothermus hellenicus sp. nov., two novel hyperthermophilic archaea isolated from geothermally heated vents off Palaeochori Bay, Milos, Greece	Arab H, Völker H, Thomm M.	"Int J Syst Evol Microbiol. 2000 Nov;50 Pt 6:2101-2108. doi: 10.1099/00207713-50-6-2101."	Arab H	Int J Syst Evol Microbiol	2000	2001/01/13			10.1099/00207713-50-6-2101
11220308	Diversity and community structure within anoxic sediment from marine salinity meromictic lakes and a coastal meromictic marine basin, Vestfold Hilds, Eastern Antarctica	Bowman JP, Rea SM, McCammon SA, McMeekin TA.	"Environ Microbiol. 2000 Apr;2(2):227-37. doi: 10.1046/j.1462-2920.2000.00097.x."	Bowman JP	Environ Microbiol	2000	2001/02/28			10.1046/j.1462-2920.2000.00097.x
11226209	A novel microbial habitat in the mid-ocean ridge subseafloor	Summit M, Baross JA.	"Proc Natl Acad Sci U S A. 2001 Feb 27;98(5):2158-63. doi: 10.1073/pnas.051516098."	Summit M	Proc Natl Acad Sci U S A	2001	2001/02/28	PMC30109		10.1073/pnas.051516098
11282630	Phylogenetic diversity of ribulose-1,5-bisphosphate carboxylase/oxygenase large-subunit genes from deep-sea microorganisms	Elsaied H, Naganuma T.	"Appl Environ Microbiol. 2001 Apr;67(4):1751-65. doi: 10.1128/AEM.67.4.1751-1765.2001."	Elsaied H	Appl Environ Microbiol	2001	2001/04/03	PMC92794		10.1128/AEM.67.4.1751-1765.2001
11313131	Phylogeny and distribution of the soxB gene among thiosulfate-oxidizing bacteria	Petri R, Podgorsek L, Imhoff JF.	"FEMS Microbiol Lett. 2001 Apr 13;197(2):171-8. doi: 10.1111/j.1574-6968.2001.tb10600.x."	Petri R	FEMS Microbiol Lett	2001	2001/04/21			10.1111/j.1574-6968.2001.tb10600.x
11321096	Marinitoga camini gen. nov., sp. nov., a rod-shaped bacterium belonging to the order Thermotogales, isolated from a deep-sea hydrothermal vent	Wery N, Lesongeur F, Pignet P, Derennes V, Cambon-Bonavita MA, Godfroy A, Barbier G.	"Int J Syst Evol Microbiol. 2001 Mar;51(Pt 2):495-504. doi: 10.1099/00207713-51-2-495."	Wery N	Int J Syst Evol Microbiol	2001	2001/04/26			10.1099/00207713-51-2-495
11324591	Filobacillus milensis gen. nov., sp. nov., a new halophilic spore-forming bacterium with Orn-D-Glu-type peptidoglycan	Schlesner H, Lawson PA, Collins MD, Weiss N, Wehmeyer U, Völker H, Thomm M.	"Int J Syst Evol Microbiol. 2001 Mar;51(Pt 2):425-431. doi: 10.1099/00207713-51-2-425."	Schlesner H	Int J Syst Evol Microbiol	2001	2001/04/28			10.1099/00207713-51-2-425
11357130	Endosymbiotic sulphate-reducing and sulphide-oxidizing bacteria in an oligochaete worm	Dubilier N, Mülders C, Ferdelman T, de Beer D, Pernthaler A, Klein M, Wagner M, Erséus C, Thiermann F, Krieger J, Giere O, Amann R.	"Nature. 2001 May 17;411(6835):298-302. doi: 10.1038/35077067."	Dubilier N	Nature	2001	2001/05/18			10.1038/35077067
11451528	Evidence for the presence of thermophilic Fe(III)-reducing microorganisms in deep-sea hydrothermal vents at 13 degrees N (East Pacific Rise)	Slobodkin A, Campbell B, Cary SC, Bonch-Osmolovskaya E, Jeanthon C.	"FEMS Microbiol Ecol. 2001 Jul;36(2-3):235-243. doi: 10.1111/j.1574-6941.2001.tb00844.x."	Slobodkin A	FEMS Microbiol Ecol	2001	2001/07/14			10.1111/j.1574-6941.2001.tb00844.x
11472939	Distribution of archaea in a black smoker chimney structure	Takai K, Komatsu T, Inagaki F, Horikoshi K.	"Appl Environ Microbiol. 2001 Aug;67(8):3618-29. doi: 10.1128/AEM.67.8.3618-3629.2001."	Takai K	Appl Environ Microbiol	2001	2001/07/27	PMC93063		10.1128/AEM.67.8.3618-3629.2001
11523892	Cloning, expression, and structure analysis of carbamate kinase-like carbamoyl phosphate synthetase from Pyrococcus abyssi	Purcarea C, Hervé G, Cunin R, Evans DR.	"Extremophiles. 2001 Aug;5(4):229-39. doi: 10.1007/s007920100201."	Purcarea C	Extremophiles	2001	2001/08/29			10.1007/s007920100201
11526065	Molecular evidence that Sclerolinum brattstromi is closely related to vestimentiferans, not to frenulate pogonophorans (Siboglinidae, Annelida)	Halanych KM, Feldman RA, Vrijenhoek RC.	"Biol Bull. 2001 Aug;201(1):65-75. doi: 10.2307/1543527."	Halanych KM	Biol Bull	2001	2001/08/30			10.2307/1543527
11538305	Methanococcus igneus sp. nov., a novel hyperthermophilic methanogen from a shallow submarine hydrothermal system	Burggraf S, Fricke H, Neuner A, Kristjansson J, Rouvier P, Mandelco L, Woese CR, Stetter KO.	"Syst Appl Microbiol. 1990;13:263-9. doi: 10.1016/s0723-2020(11)80197-9."	Burggraf S	Syst Appl Microbiol	1990	1990/01/01			10.1016/s0723-2020(11)80197-9
11557843	Biogeography and ecological setting of Indian Ocean hydrothermal vents	Van Dover CL, Humphris SE, Fornari D, Cavanaugh CM, Collier R, Goffredi SK, Hashimoto J, Lilley MD, Reysenbach AL, Shank TM, Von Damm KL, Banta A, Gallant RM, Gotz D, Green D, Hall J, Harmer TL, Hurtado LA, Johnson P, McKiness ZP, Meredith C, Olson E, Pan IL, Turnipseed M, Won Y, Young CR 3rd, Vrijenhoek RC.	"Science. 2001 Oct 26;294(5543):818-23. doi: 10.1126/science.1064574. Epub 2001 Sep 13."	Van Dover CL	Science	2001	2001/09/15			10.1126/science.1064574
11571149	Characterization of a highly thermostable alkaline phosphatase from the euryarchaeon Pyrococcus abyssi	Zappa S, Rolland JL, Flament D, Gueguen Y, Boudrant J, Dietrich J.	"Appl Environ Microbiol. 2001 Oct;67(10):4504-11. doi: 10.1128/AEM.67.10.4504-4511.2001."	Zappa S	Appl Environ Microbiol	2001	2001/09/26	PMC93196		10.1128/AEM.67.10.4504-4511.2001
11571157	Growth and phylogenetic properties of novel bacteria belonging to the epsilon subdivision of the Proteobacteria enriched from Alvinella pompejana and deep-sea hydrothermal vents	Campbell BJ, Jeanthon C, Kostka JE, Luther GW 3rd, Cary SC.	"Appl Environ Microbiol. 2001 Oct;67(10):4566-72. doi: 10.1128/AEM.67.10.4566-4572.2001."	Campbell BJ	Appl Environ Microbiol	2001	2001/09/26	PMC93204		10.1128/AEM.67.10.4566-4572.2001
11578314	Molecular analysis of microbial community structure in an arsenite-oxidizing acidic thermal spring	Jackson CR, Langner HW, Donahoe-Christiansen J, Inskeep WP, McDermott TR.	"Environ Microbiol. 2001 Aug;3(8):532-42. doi: 10.1046/j.1462-2920.2001.00221.x."	Jackson CR	Environ Microbiol	2001	2001/10/02			10.1046/j.1462-2920.2001.00221.x
11594610	Caloranaerobacter azorensis gen. nov., sp. nov., an anaerobic thermophilic bacterium isolated from a deep-sea hydrothermal vent	Wery N, Moricet JM, Cueff V, Jean J, Pignet P, Lesongeur F, Cambon-Bonavita MA, Barbier G.	"Int J Syst Evol Microbiol. 2001 Sep;51(Pt 5):1789-1796. doi: 10.1099/00207713-51-5-1789."	Wery N	Int J Syst Evol Microbiol	2001	2001/10/12			10.1099/00207713-51-5-1789
11724564	Crystal structure of ATP sulfurylase from the bacterial symbiont of the hydrothermal vent tubeworm Riftia pachyptila	Beynon JD, MacRae IJ, Huston SL, Nelson DC, Segel IH, Fisher AJ.	"Biochemistry. 2001 Dec 4;40(48):14509-17. doi: 10.1021/bi015643l."	Beynon JD	Biochemistry	2001	2001/11/29			10.1021/bi015643l
11750823	Epsilon-proteobacterial diversity from a deep-sea hydrothermal vent on the Mid-Atlantic Ridge	Corre E, Reysenbach AL, Prieur D.	"FEMS Microbiol Lett. 2001 Dec 18;205(2):329-35. doi: 10.1111/j.1574-6968.2001.tb10968.x."	Corre E	FEMS Microbiol Lett	2001	2001/12/26			10.1111/j.1574-6968.2001.tb10968.x
11889488	Thermaerobacter nagasakiensis sp. nov., a novel aerobic and extremely thermophilic marine bacterium	Nunoura T, Akihara S, Takai K, Sako Y.	"Arch Microbiol. 2002 Apr;177(4):339-44. doi: 10.1007/s00203-002-0398-2. Epub 2002 Feb 7."	Nunoura T	Arch Microbiol	2002	2002/03/13			10.1007/s00203-002-0398-2
11916672	Temporal changes in archaeal diversity and chemistry in a mid-ocean ridge subseafloor habitat	Huber JA, Butterfield DA, Baross JA.	"Appl Environ Microbiol. 2002 Apr;68(4):1585-94. doi: 10.1128/AEM.68.4.1585-1594.2002."	Huber JA	Appl Environ Microbiol	2002	2002/03/28	PMC123862		10.1128/AEM.68.4.1585-1594.2002
11916723	Microbial diversity of hydrothermal sediments in the Guaymas Basin: evidence for anaerobic methanotrophic communities	Teske A, Hinrichs KU, Edgcomb V, de Vera Gomez A, Kysela D, Sylva SP, Sogin ML, Jannasch HW.	"Appl Environ Microbiol. 2002 Apr;68(4):1994-2007. doi: 10.1128/AEM.68.4.1994-2007.2002."	Teske A	Appl Environ Microbiol	2002	2002/03/28	PMC123873		10.1128/AEM.68.4.1994-2007.2002
12030853	Molecular phylogenetic analyses of reverse-transcribed bacterial rRNA obtained from deep-sea cold seep sediments	Inagaki F, Sakihama Y, Inoue A, Kato C, Horikoshi K.	"Environ Microbiol. 2002 May;4(5):277-86. doi: 10.1046/j.1462-2920.2002.00294.x."	Inagaki F	Environ Microbiol	2002	2002/05/29			10.1046/j.1462-2920.2002.00294.x
12032339	Benthic eukaryotic diversity in the Guaymas Basin hydrothermal vent environment	Edgcomb VP, Kysela DT, Teske A, de Vera Gomez A, Sogin ML.	"Proc Natl Acad Sci U S A. 2002 May 28;99(11):7658-62. doi: 10.1073/pnas.062186399."	Edgcomb VP	Proc Natl Acad Sci U S A	2002	2002/05/29	PMC124314		10.1073/pnas.062186399
12054236	Thermodesulfobacterium hydrogeniphilum sp. nov., a thermophilic, chemolithoautotrophic, sulfate-reducing bacterium isolated from a deep-sea hydrothermal vent at Guaymas Basin, and emendation of the genus Thermodesulfobacterium	Jeanthon C, L'Haridon S, Cueff V, Banta A, Reysenbach AL, Prieur D.	"Int J Syst Evol Microbiol. 2002 May;52(Pt 3):765-772. doi: 10.1099/00207713-52-3-765."	Jeanthon C	Int J Syst Evol Microbiol	2002	2002/06/11			10.1099/00207713-52-3-765
12072955	Acidophiles of saline water at thermal vents of Vulcano, Italy	Simmons S, Norris R.	"Extremophiles. 2002 Jun;6(3):201-7. doi: 10.1007/s007920100242. Epub 2002 Jan 22."	Simmons S	Extremophiles	2002	2002/06/20			10.1007/s007920100242
12148612	Methanothermococcus okinawensis sp. nov., a thermophilic, methane-producing archaeon isolated from a Western Pacific deep-sea hydrothermal vent system	Takai K, Inoue A, Horikoshi K.	"Int J Syst Evol Microbiol. 2002 Jul;52(Pt 4):1089-1095. doi: 10.1099/00207713-52-4-1089."	Takai K	Int J Syst Evol Microbiol	2002	2002/08/01			10.1099/00207713-52-4-1089
12148643	Nautilia lithotrophica gen. nov., sp. nov., a thermophilic sulfur-reducing epsilon-proteobacterium isolated from a deep-sea hydrothermal vent	Miroshnichenko ML, Kostrikina NA, L'Haridon S, Jeanthon C, Hippe H, Stackebrandt E, Bonch-Osmolovskaya EA.	"Int J Syst Evol Microbiol. 2002 Jul;52(Pt 4):1299-1304. doi: 10.1099/00207713-52-4-1299."	Miroshnichenko ML	Int J Syst Evol Microbiol	2002	2002/08/01			10.1099/00207713-52-4-1299
12148646	Caminibacter hydrogeniphilus gen. nov., sp. nov., a novel thermophilic, hydrogen-oxidizing bacterium isolated from an East Pacific Rise hydrothermal vent	Alain K, Querellou J, Lesongeur F, Pignet P, Crassous P, Raguénès G, Cueff V, Cambon-Bonavita MA.	"Int J Syst Evol Microbiol. 2002 Jul;52(Pt 4):1317-1323. doi: 10.1099/00207713-52-4-1317."	Alain K	Int J Syst Evol Microbiol	2002	2002/08/01			10.1099/00207713-52-4-1317
12148648	Marinitoga piezophila sp. nov., a rod-shaped, thermo-piezophilic bacterium isolated under high hydrostatic pressure from a deep-sea hydrothermal vent	Alain K, Marteinsson VT, Miroshnichenko ML, Bonch-Osmolovskaya EA, Prieur D, Birrien JL.	"Int J Syst Evol Microbiol. 2002 Jul;52(Pt 4):1331-1339. doi: 10.1099/00207713-52-4-1331."	Alain K	Int J Syst Evol Microbiol	2002	2002/08/01			10.1099/00207713-52-4-1331
12148650	Persephonella marina gen. nov., sp. nov. and Persephonella guaymasensis sp. nov., two novel, thermophilic, hydrogen-oxidizing microaerophiles from deep-sea hydrothermal vents	Götz D, Banta A, Beveridge TJ, Rushdi AI, Simoneit BRT, Reysenbach AL.	"Int J Syst Evol Microbiol. 2002 Jul;52(Pt 4):1349-1359. doi: 10.1099/00207713-52-4-1349."	Götz D	Int J Syst Evol Microbiol	2002	2002/08/01			10.1099/00207713-52-4-1349
12355321	Deep-sea hydrothermal vents: a new source of innovative bacterial exopolysaccharides of biotechnological interest?	Guezennec J.	"J Ind Microbiol Biotechnol. 2002 Oct;29(4):204-8. doi: 10.1038/sj.jim.7000298."	Guezennec J	J Ind Microbiol Biotechnol	2002	2002/10/02			10.1038/sj.jim.7000298
12361265	Caminicella sporogenes gen. nov., sp. nov., a novel thermophilic spore-forming bacterium isolated from an East-Pacific Rise hydrothermal vent	Alain K, Pignet P, Zbinden M, Quillevere M, Duchiron F, Donval JP, Lesongeur F, Raguenes G, Crassous P, Querellou J, Cambon-Bonavita MA.	"Int J Syst Evol Microbiol. 2002 Sep;52(Pt 5):1621-1628. doi: 10.1099/00207713-52-5-1621."	Alain K	Int J Syst Evol Microbiol	2002	2002/10/04			10.1099/00207713-52-5-1621
12421083	Three novel halotolerant and thermophilic Geobacillus strains from shallow marine vents	Maugeri TL, Gugliandolo C, Caccamo D, Stackebrandt E.	"Syst Appl Microbiol. 2002 Oct;25(3):450-5. doi: 10.1078/0723-2020-00119."	Maugeri TL	Syst Appl Microbiol	2002	2002/11/08			10.1078/0723-2020-00119
12450865	Bacterial group II introns in a deep-sea hydrothermal vent environment	Podar M, Mullineaux L, Huang HR, Perlman PS, Sogin ML.	"Appl Environ Microbiol. 2002 Dec;68(12):6392-8. doi: 10.1128/AEM.68.12.6392-6398.2002."	Podar M	Appl Environ Microbiol	2002	2002/11/27	PMC134447		10.1128/AEM.68.12.6392-6398.2002
12514053	Distribution of microorganisms in the subsurface of the manus basin hydrothermal vent field in Papua New Guinea	Kimura H, Asada R, Masta A, Naganuma T.	"Appl Environ Microbiol. 2003 Jan;69(1):644-8. doi: 10.1128/AEM.69.1.644-648.2003."	Kimura H	Appl Environ Microbiol	2003	2003/01/07	PMC152445		10.1128/AEM.69.1.644-648.2003
12520866	[Hemoglobin, from microorganisms to man: a single structural motif, multiple functions]	Wajcman H, Kiger L.	"C R Biol. 2002 Dec;325(12):1159-74. doi: 10.1016/s1631-0691(02)01537-8."	Wajcman H	C R Biol	2002	2003/01/11			10.1016/s1631-0691(02)01537-8
12522264	Autochthonous eukaryotic diversity in hydrothermal sediment and experimental microcolonizers at the Mid-Atlantic Ridge	López-García P, Philippe H, Gail F, Moreira D.	"Proc Natl Acad Sci U S A. 2003 Jan 21;100(2):697-702. doi: 10.1073/pnas.0235779100. Epub 2003 Jan 9."	López-García P	Proc Natl Acad Sci U S A	2003	2003/01/11	PMC141059		10.1073/pnas.0235779100
12571018	Phylogenetic diversity of nitrogenase (nifH) genes in deep-sea and hydrothermal vent environments of the Juan de Fuca Ridge	Mehta MP, Butterfield DA, Baross JA.	"Appl Environ Microbiol. 2003 Feb;69(2):960-70. doi: 10.1128/AEM.69.2.960-970.2003."	Mehta MP	Appl Environ Microbiol	2003	2003/02/07	PMC143675		10.1128/AEM.69.2.960-970.2003
12656153	Marinithermus hydrothermalis gen. nov., sp. nov., a strictly aerobic, thermophilic bacterium from a deep-sea hydrothermal vent chimney	Sako Y, Nakagawa S, Takai K, Horikoshi K.	"Int J Syst Evol Microbiol. 2003 Jan;53(Pt 1):59-65. doi: 10.1099/ijs.0.02364-0."	Sako Y	Int J Syst Evol Microbiol	2003	2003/03/27			10.1099/ijs.0.02364-0
12656169	Desulfovibrio hydrothermalis sp. nov., a novel sulfate-reducing bacterium isolated from hydrothermal vents	Alazard D, Dukan S, Urios A, Verhé F, Bouabida N, Morel F, Thomas P, Garcia JL, Ollivier B.	"Int J Syst Evol Microbiol. 2003 Jan;53(Pt 1):173-178. doi: 10.1099/ijs.0.02323-0."	Alazard D	Int J Syst Evol Microbiol	2003	2003/03/27			10.1099/ijs.0.02323-0
12656191	Caldithrix abyssi gen. nov., sp. nov., a nitrate-reducing, thermophilic, anaerobic bacterium isolated from a Mid-Atlantic Ridge hydrothermal vent, represents a novel bacterial lineage	Miroshnichenko ML, Kostrikina NA, Chernyh NA, Pimenov NV, Tourova TP, Antipov AN, Spring S, Stackebrandt E, Bonch-Osmolovskaya EA.	"Int J Syst Evol Microbiol. 2003 Jan;53(Pt 1):323-329. doi: 10.1099/ijs.0.02390-0."	Miroshnichenko ML	Int J Syst Evol Microbiol	2003	2003/03/27			10.1099/ijs.0.02390-0
